label,text
0,Congratulations to Upper Marlboro native @youngchase907 on being the #2 overall selection in this year's NFL draft! I know you'll continue to make our County and State proud this year and for years to come.
0,"America, congressional Republicans aiming to jam through destructive #GrahamCassidyBill. Millions of families destabilized. I'm voting NO."
1,"I know how important these decisions are. When I served in the Army, I felt the consequences of them every day. I am honored to advocate for our service members in Congress."
0,"One of the greatest honors of my life is that the people of Connecticut's Fifth District elected me to represent them in Congress. However, I have decided that it is best to not seek re-election."
0,"Glorious Warrior &amp; Dead Eye pheasant hunting buddy, Jack Zimmerman, stopped in today. I want to build him a custom track chair for all his many outdoor activities."
1,"I was on @FoxNews today discussing the importance of applying strong sanctions on Russia, Iran, and N. Korea."
0,It's Democratic Primary Day in South Carolina. I strongly encourage all South Carolinians to get out and vote today and let me know who you voted for in the comments below [?]
1,"Thank you, Aaron. I'm taking action to combat the opioid epidemic because we all know someone who has been affected. We must take this crisis seriously."
0,I was proud to join with the @USArmy Medical Command to honor WWII veteran Felix Lisovich from Rostraver Township today. Thank you for your bravery and service to our nation.
0,Happy St. Patrick's Day. I hope everyone across Wyoming has a fun and safe holiday!
0,"The Gardner family spent the weekend preparing for Halloween. And yes, I'm the only one that went with the tractor jack-o'-lantern this year!"
0,I have yet to hear anybody give a genuine explanation as to what health care problems this bill is going to fix.
0,"I hate to go down this road, but this discussion, this debate, is making me sick. It's taking me back to another time and another place. It has the stench of racism."
0,I had lunch with my good friend @RepPaulMark at @BerkshirePizzeria in #Charlemont yesterday. Great small business here in
1,BREAKING: Just learned 2.4 million MORE Americans were caught up in @Equifax's data breach. I called for add'l hearings in @FinancialCmte. We'll keep working until we get answers for Arizonans and hold Equifax accountable. (1/2)
1,Yesterday I was honored by the U.S. Nuclear Industry Council with their Distinguished Leadership Award. I'm proud to advocate for nuclear power initiatives that strengthen @INL &amp; the nation.
0,"@cmjsgates @PanthersHHS @dallasschools Thank you so much, Councilwoman! I'm fortunate to work with partners like you to make our great city better for future generations to come."
1,"I'm looking forward to voting Friday on the ""HEROES Act"" - a bold, robust relief package #ForThePeople. There's a lot of good news to share, here are the highlights \[?]"
0,"Despite the rain, I had a terrific day traveling to beautiful Monroe County and celebrating Farmer's Day with Chairman Duane Miller and members of the community!"
1,I don't back down from fighting for what's right. Click here to join my campaign!
1,"This morning, I gave a House Floor speech rebuking CNN for repeated vitriolic, prejudiced, biased, &amp; deceptive reporting last week that guaranteed CNN's continued reign as America's undisputed ""Fake News King."""
0,Proud to host an event for @Harmon4Auditor in Hopkinsville yesterday &amp; @DanielCameronAG in Murray last month. I'm proud to support these men in November.
0,"I'm a member, was this response a joke? https://twitter.com/rachaelmbade/status/941346711678615552 QT @rachaelmbade .@SpeakerRyan defends members who sleep in their offices. Says they do so bc they work early &amp; late. ""This is a convenience factor."""
0,"Wishing everyone a happy and safe #LaborDay! On this day, and every day, I salute the working men and women who make our communities and our nation strong."
0,"I join all Arizonans this Independence Day in honoring our veterans' and servicemembers' sacrifices to keep America safe and secure--and protect the values of freedom, justice, and equality for which our nation continues to strive."
0,"Having a great time with my friend in KC today! I feel the #JoeMentum, do you?"
1,I'm proud to be included in the bipartisan group of candidates endorsed by the Humane Society Legislative Fund.
1,"I joined @RepRussFulcher @RepDelBene @cathymcmorris and @repblumenauer in reaching out for additional ventilators for our states, as we are in dire need for more devices."
0,"Another busy week in Washington. I joined Rob Port to discuss our work on the opioid crisis, talk trade and more:"
0,"I'd like to wish all who are celebrating a Happy Hanukkah! I hope it's filled with light, laughter and joy."
1,I was honored to join @1SI_Chamber today and receive the 'Spirit of Enterprise' Award from the @USChamber [?]
0,So great to have a quiet Sunday to catch up on another batch of thank you notes. Many helped with that great victory. I'm grateful to them all!
1,"I joined @RepPaulTonko, @RepWalorski, @repblumenauer, @RepChrisSmith, and @RepMaxineWaters in introducing the Improving HOPE for Alzheimer's Act. Read more:"
0,"Open enrollment begins Friday for Affordable Care Act coverage. 

I'm pleased South Carolinians have multiple choices for their health insurance this cycle. 

Be sure to do your research before enrolling."
0,I've got my tennis shoes lace-up and am ready to support my local shops this holiday season!
0,I had the pleasure of meeting Jill &amp; Melissa - two strong #ProLife leaders who are using their voice to protect our nation's most vulnerable. Thanks @SBAList for connecting those in the fight for
1,I'm seeking the Democratic nomination for the 7th Congressional District through the Caucus/Assembly process and hope I can count on your support.
0,Happy birthday to my wonderful wife  @AndreaRael! I'm so lucky and grateful to have you with me on this adventure called life!
1,"I'm proud of my F rating from the NRA. I'm also proud to have been endorsed by @Bradybuzz who is also backing @AndyKimNJ (NJ-3) &amp; @MikieSherrill (NJ-11). If you haven't yet, vote today: https://voter.njsvrs.com/elections/polling-lookup.html -Bob"
1,"Happy #PrideMonth2018! This month and every month, I am proud to stand with the #LGBTQ community in the fight for equal rights, regardless of sexual orientation or gender identity."
0,Young Kim is a fierce campaigner and one of the top recruits in the country for House Republicans. I'm 100% supporting her candidacy.
0,"Every single vote matters! Be sure to make it to your polling place today. 

I'd be honored to have your vote."
0,Good crowd at the Salem gun show today! I enjoyed talking with folks from all over the 9th district while collecting signatures to get Congressman Ben Cline and I back on the ballot
1,I joined @Varneyco on @FoxBusiness to give an update on our homeland security bill negotiations on the conference committee.
0,"One thing I've always believed: the best ideas and solutions come from local communities closest to the issues.

I saw that first hand today at the ""Workforce Pipeline"" meeting in McDowell County. Incredible people."
0,"Had some great conversations with snowmobilers in Littleton and East Millinocket this weekend. Snowmobiling is big for local economies in Maine and clubs like these help make it all possible. 

Next time, I'm driving."
1,Proud to announce that I have received the endorsement of @MasscopAFLCIO. I look forward to continuing working to support those who put their lives on the line to protect us.
0,".#ThrowbackThursday pic from 1/2/01 with my mom and dad taken in Frankfort prior to my being sworn in as a newly elected Kentucky State Representative. I represented Cumberland, Green, Metcalfe &amp; Monroe Counties."
1,"I've pushed for and promoted a simpler, fairer, flatter tax code since I was first elected, and that's exactly what I was proud to vote for today."
0,"Tax reform brings the opportunity for over 900,000 new jobs. Corporations want to be back in the US.
If tax reform were on the backs of Middle Class America, I wouldn't be for it."
0,"#VoteEarly today through Friday, February 28th. I would be honored to have your #vote, so find a convenient location to #VoteEarly here: https://www.johncarterforcongress.com/2020-primary-early-voting-information/"
1,I am working to make sure Florida's produce growers have the resources they need to survive and feed our communities during the #COVID19 crisis!
1,"The issues the President addressed tonight during the #SOTU were not partisan issues, but American issues. I will continue to remain focused on the common-ground that unites us as Americans."
0,Honor all vets on #VeteransDay2017. I commend @POTUS &amp; @SecShulkin for Veterans &amp; Military Families Month proclamation.
0,"St. Joseph was recently ranked as one of the best places to live in America! That's no surprise. Being born and raised here, I've always been proud to call this community home."
0,"As per community request!
I'll be on floor in a few minutes to present the name change for our neighborhood post office. I'm hopeful to get the votes."
1,"Apprenticeships can be a critical tool for connecting Americans with good paying jobs and lifelong careers. At today's @edworkforcedems hearing, I highlighted the role these programs can play in a quality education."
1,"I will do everything in my power to ensure those who were brought here, through no fault of their own, are not unjustly punished."
1,I introduced my first bill today telling Congress to balance the budget or they won't get paid.
1,"As co-chair of the Congressional Taiwan Caucus, I helped organize a bipartisan letter asking the WHO to invite Taiwan as an observer to this year's World Health Assembly"
1,"I am proud to be a driving force to preserve and protect our National Parks and public lands 

The Great American Outdoors Act will address these shortfalls head on and safeguard our national treasures."
0,I couldn't be more excited to have @ChrisPappasNH as my next Congressman! Nobody works harder or knows NH's First District better than Chris. He will be an excellent addition to our Congressional delegation. -mh
1,"I'm now taking time to read the bill, page by page, to determine the effects of the proposed reforms."
0,"I ask for forgiveness, and will remove Minny from my written lexicon immediately. In honor of @ericdayton and my fellow, frozen brothers and sisters, I shall officially replace it with NORTH in the future.Thank you!"
1,"I spoke on the House Floor today about the urgent need to help small businesses, workers and communities across"
1,"I just published ""NEW EPISODE: Religion &amp; Politics with Rep. Jamie Raskin and Andrew Seidel"""
0,Thanks to all who signed my birthday card! My family and staff surprised me for a wonderful birthday lunch this weekend. I am truly blessed.
0,"I know that 2017 was tough for a lot of people. It's more important than ever that I hear your concerns, so please take my 2018 issues survey today."
1,"""My name is Emma Smith. I am voting for Eliot because I know he is the best man for the job.""
-Emma Smith,
District Leader #Yonkers

#Engelforcongress "
1,"Thanks to the Topeka 9/12 for inviting me to speak on this election day eve. 

They know I'm the conservative outsider who will always have their six. I am honored to have your vote tomorrow."
1,I'll be live with @MSNBC's @AliVelshi at 3:10 PM ET (12:10 PM PT) to discuss #Healthcare. Be sure to tune in.
0,"We had a great Veterans Day Ceremony with the Knights of Columbus in Walnut, California. I'm proud of local heroes and you should be too!"
0,"@nenacasta @MichaelDeRose6 You're right, I checked and that is a bot. Unfortunately, there are innumerable bots that target me on this and my official feed."
0,"Thanks for stopping by- You fired us up! #IL10 https://twitter.com/julianaforlg/status/1046125695540383744 QT @JulianaforLG Later, I stopped by the @dupage_dems campaign office in Downers Grove, before heading over to a campaign kickoff with Congressman @Schneider4IL10 in Northbrook!"
1,"Proud to march with Lisa, Molly, and hundreds of other women and their allies yesterday in #Northampton. 

On women's rights and equality, I am always ready to put my shoulder to the wheel."
1,"My dad was a vet, so these issues are personal for me. I've fought to pass eight bills into law that support our service members and vets."
0,"@SenatorCantwell Today's hearing is about the industries of the future, and certainly in my state, I feel like that's happening every single day."
1,"I absolutely agree with this article. We cannot, and should not, regulate Main Street like it's Wall Street. I've introduced legislation to rectify this problem. Learn more now!"
0,Thanks to @marklevinshow for the shoutout on his radio program. I appreciate the kudos &amp; was glad that he attended our hearing about moving our embassy in Israel to Jerusalem.
0,"Tommy Hicks will be a tremendous RNC Co-Chair! Our party needs his vision, enthusiasm and dedication. I know Tommy will hit the ground running and ensure the GOP is successful in 2020!"
1,"As we work through the appropriations process, I will continue to fight for more federal funding for Hawaii at every opportunity"
1,Healthcare is a human right and shouldn't cost an arm and a leg. I am committed to protecting Americans from unfair and unsustainable health costs.
0,"As we gather with family and friends this holiday, I hope that you, too, will find the time to reflect on all the blessings that we have been given as a nation."
0,"As commencement ceremonies begin to take place, either in-person or virtually, I want to congratulate all those who've reached this milestone."
0,I've been marching in the #ChicagoPrideParade for twenty years and it keeps getting better and better. Thanks to all our volunteers and we look forward to next year!
1,"Good afternoon everyone, I'll be answering your questions about #taxreform today! 

Let's get the ball rolling"
1,"Texas Republicans are doing everything they can to stop us from voting because they see our power. But it won't work.

I'm contributing $11,300 to @texasdemocrats so we can #TurnTexasBlue. 

Join the fight:"
1,"I'm thrilled to announce the endorsement of the @NationalNOWPAC, and on #InternationalWomensDay no less! Together we're working to ensure #NewYork women have every opportunity to succeed!"
1,Our brave military forces make daily sacrifices to secure our freedom. I am proud to have voted in favor of securing the largest military pay raise in nine years.
0,"I had a great meeting with @POTUS' selection to lead the @federalreserve, Jay Powell, &amp; I look forward to supporting his nomination."
0,I urge all city mayors and councils in my congressional district to immediately declare a local public health emergency and vote to create a 90-day moratorium for residential and commercial evictions.
0,"I enjoyed getting to meet with the Alabama Broadcasters Association, representing some of your favorite local TV and radio stations."
0,"In addition to permanently fixing the program, I believe any plan should meet the following principles:"
1,I am grateful to the thousands of citizens who voted today in Ohio's important primary election and am honored to have received the Democratic nomination to stand for re-election this November.
0,"This past weekend, I was honored to host House Speaker @TeamPelosi and over 1,300 people at Gaithersburg High School to talk about the progress we are making in the House for the people."
1,Thank you @faith2actiontwi for presenting me with the Heartbeat Hero Award. I am committed to #prolife policy and proud to cosponsor
1,I helped @BarackObama pass the Affordable Care Act and now I'm working to expand Obamacare and protect it from Republican attacks.
0,I visited Hawthorn Woods to participate in a round table discussion on parks and recreation. Thank you to all those who contributed.
0,These grants from the FDA are providing crucial funding to our airports across the state. I'm grateful the FDA has given one to North Texas Regional Airport.
0,I attended the annual Shelby County Republican Fall Rally this weekend. Good luck to all of the Republican candidates in Shelby County running in today's election!
0,"Is this reality? https://twitter.com/foxbusiness/status/1005156505082097670 QT @FoxBusiness .@NancyPelosi: ""Hip hip hooray, unemployment is down. What does that mean to me and my life? I need a bigger paycheck."""
0,"The state of New York just passed a bill that allows abortion seconds before the child is born. I've delivered my fair share of babies and I can tell you without hesitation, this is murder."
0,I had a great time at @WomenTnFuture's annual holiday reception last night at @MangiaNashville! More than half of candidates endorsed by @WomenTnFuture won their races this year in Tennessee.
1,"Once the Democrats stop blocking replenishing funding for the SBA, I look forward to helping SBA get these EIDL grants into the hands of folks who need it in"
1,This week is #NationalSchoolChoiceWeek. I am a strong supporter of #SchoolChoice because it empowers parents to choose the best educational opportunities for their children.
0,"While I do not know Kelly well, I do know Governor Brian Kemp and the strong conservative values he holds, and I trust his judgement in making this important decision."
0,Young people like Martha are leading the way in our country's fight to combat climate change. I'm glad she and I had a chance to talk at our town hall in Ankeny this week.
1,We are making headway battling the opioid crisis across #NC13. I pray these numbers continue to fall: Opioid deaths decrease in Guilford County less than a year after program's launch.
0,I saw firsthand why #MN06's own @Midsota was named St. Cloud Area Small Business Owners of the Year! This company is doing incredible work. Thank you for the informative tour!
1,Great meeting with the Stillaguamish tribe to discuss the Recovering America's Wildlife Act. I'm proud to cosponsor such important legislation &amp; will continue supporting the preservation of our precious ecosystems.
0,Are you interested in attending a service academy and serving our nation? I can nominate up to ten individuals for each vacant academy slot allotted to our district. Learn more about the appointment process here:
1,"Women shouldn't have to pay extra, ask permission, or hurdle barriers put up by politicians when seeking the health care they need. I'm working to #FreeThePill to make sure it's accessible AND affordable."
1,I will not vote to go on Christmas vacation while we fail to provide adequate training funding to ensure tragic accidents like what happened with the USS McCain never occurs again
1,"To all who are in deep pain right now: I see you, I hear you, and I stand with you as we work to ensure that the promise of America is the reality of America."
1,I will be joining Your World with @TeamCavuto to talk with @MariaBartiromo about the impact #COVID19 is having on Congress.
1,I hope to see you all this Saturday at noon as I launch our virtual Weekend of Action. Please register here:
1,"Every campaign since my first primary, I go door-to-door to earn the support of voters and get out the vote. Today was a great day for door-knocking in Warren County."
1,"Enjoyed today's discussion with LGBTQ leaders in northern Nevada! 

Thank you for sharing your experiences with me. 

The fight for full equality is not over. 

I'll keep championing LGBTQ rights for Nevadans."
0,"Agriculture is the backbone of Iowa's economy. As one of our biggest trading partners, I cannot overstate how devastating this will be to family farmers, Iowans and our economy."
1,"We cannot sit idly by &amp; let our first amendment principles erode. I'll be exercising these rights w/ advocates to #ReopenNC Tuesday @ 11AM in Raleigh while maintaining #socialdistance 
 
See my statement below"
1,"LGBTQ+ rights are human rights. 

I introduced H. Res. 332 to mark International Day Against Homophobia, Transphobia, and Biphobia. Let's work together to eradicate prejudice in the United States and around the world."
0,@AirlineFlyer Sorry. I missed the point about being able to do this on the airplane as a traveler.  I agree. Other innovations should probably get the first class upgrade before this one
1,"Yesterday, I caught up with @TaylorPopielarz to discuss the latest impeachment hearing. WATCH the interview here:"
1,"Organizations called ""Community Health Centers"" care for medically-vulnerable Americans across the country, but have struggled to make ends meet during this pandemic. I wrote with @RepEliotEngel to @SecAzar asking for immediate support for these centers."
0,This legislation asserts Congress's rightful role on trade and tariffs. I support @SenBobCorker on this
1,@PB12310 @GlblCtzn I was proud to vote YES on the #FarmBill that secured funding for #SNAP without increased work requirements. I will cont to fight for this incredibly impt safety net program.
1,"I recently signed on to cosponsor The Employer Participation in Repayment Act, H.R. 1043, to amend the tax code to exclude employer provided college loan repayment plans from taxable income."
1,"When I came to the U.S. Senate in 2013, I made it a priority to sound the alarm on human trafficking - which is occurring in our own backyard in North Dakota. https://www.hsgac.senate.gov/hearings/combating-human-trafficking-federal-state-and-local-perspectives"
0,I'm pleased @POTUS has nominated Judge Matt McFarland to be the next federal judge in the southern district of #Ohio. His esteemed reputation is well deserved &amp; I know he will make #Ohio proud.
0,I've been meeting with and hearing from constituents from across #IA01 since this crisis began. These priorities are their priorities -- the resources they say are most needed to protect their health and economic security.
0,I'm thrilled to celebrate with AFGE the historic enactment of 12 weeks of paid parental leave for our federal workers - no one should have to choose between having a career and starting a family.
1,I'll be hosting six in-person town hall meetings this fall. Please subscribe to my e-newsletter to find out the dates and locations:
1,I'll fight to share Taylor's story and I'll fight to stop the senseless cuts the Administration is proposing so people like Taylor can get the healthcare they deserve.
0,I join with my constituents in the Ninth Congressional District of Washington and those around the world in celebrating this vibrant and colorful festival. I wish all a joyous Holi!
1,"I'll continue to champion #ClimateActionNow to protect our way of life &amp; future generations from the escalating costs &amp; the biggest threat to our public health, economy, and national security. We must"
1,The House just passed the Never Forget Our Heroes Act to permanently reauthorize the 9/11 Victims Compensation Fund. I am so proud to fight for our first responders and survivors with my friend
1,"As a member of the House Agriculture Committee, I discussed my local priorities in the upcoming Farm Bill and ways Congress can help our Upstate farmers."
0,HAPPENING NOW: Powerful civil disobedience in the Senate by American Jews and Dreamers. I am with them in calling for a clean #DreamActNow. Follow @jewishaction live here:
0,Proud to visit with a group of @UnionUniversity students who are in D.C. for the 45th Annual #MarchForLife. I stand with you in the fight to protect life!
1,I will continue to do everything possible to make sure U.S. taxpayer dollars are spent on American iron and steel.
1,"If you're a veteran in need of assistance with the VA, I'll be hosting a Veterans Workshop for #LA03 next week in Crowley. Stop by to receive assistance or learn more about additional services -"
1,"(1/4) Because every day can &amp; should be National Healthy Schools Day, I introduced a resolution with @RepDean designating May 1 as National Healthy Schools Day!"
1,"Proud to stand with the members of @IBEWLocalUnion3 on the 1,000th day of their #SpectrumStrike. I will always fight to make sure New York working families come first."
0,I'd like to remind Nebraskans that @NEDHHS has a webpage full of information on what to do if you have traveled to an at-risk country or think you might have been exposed to coronavirus.
0,Will County and the greater southland. I'm grateful for his support over the years. My condolences to his family.
0,"I'm beyond sickened. There's no reason for this kind of pure cruelty.
https://twitter.com/nowthisnews/status/958890908199481344 QT @nowthisnews ICE deported Amer Adi, a father and small business owner, without even letting him hug his children goodbye"
1,Surprise medical billing causes financial hardship and confusion for East Tennesseans and Americans throughout the country. I wrote an op-ed that ran in the @knoxnews today about how Congress can fix this problem.
1,Honored to be named a #Champion4Children on the @Campaign4Kids scorecard. I will continue to advocate for our most vulnerable population to ensure that every child in this country has the means &amp; opportunity to succeed.
0,"I'm here in South Carolina for the Democratic Presidential Debates. 

We must do everything we can to ensure that one of the candidates in front of me becomes the next President of the United States."
1,"When it comes to doing the right thing and helping people, I've never backed down from a fight - and I won't start now."
0,"Let's raise awareness of #ALS and @alsassociation -- #VoiceYourLove for those you care most about this #ValentinesDay. I was tagged by @bsw5020, who is fighting ALS and I'm tagging @RubenGallego to voice his love!"
0,"Great to join the @bergencountynj Prosecutor's Office's Clergy Breakfast to discuss the opioid crisis ravaging North Jersey. Ultimately, I know that with persistence, and working across party lines, America can combat this crisis."
0,"I implore my Republican colleagues to do what is right and, in the process, save themselves - it's never the wrong time to do the right thing."
1,I will continue to do all I can to ensure that the memory of the Holocaust is preserved for future generations. https://www.nytimes.com/2018/04/12/us/holocaust-education.html (2/2)
1,"I'll be on @CNN at 9:30 am CT/10:30 am ET to discuss the @HouseJudiciary Committee's #ImpeachmentInvestigation, gun violence prevention, and the possibility of a recession."
0,I am taking a moment today to remember the legacy of our 41st President - and native son of Connecticut - George H.W. Bush. May we honor his distinguished career and dedicated service.
1,I look forward to speaking to the Calhoun County Republican Party in #Anniston on Monday night! Hope to see you there. DETAILS:
1,TUNE IN: I'm speaking 10:30 at @USCCFBiz4Good's event. I want to know: Who owns the virtual you? Watch the live stream on my twitter page soon!
1,"Access to clean water is essential to the families I represent. I proudly secured $500,000 to help fund needed infrastructure repairs in Plattsburgh, and will continue working to strengthen this important infrastructure: https://www.wcax.com/content/news/Cuomo-pledges-25-billion-in-clean-drinking-water-upgrades-504451212.html"
1,"In this episode of the #MullinPointsPodcast, I discuss the national security threat of illegal immigration."
0,"In Montgomery, NY standing with my neighbors to demand real justice and real change. I did a lot of listening and learning tonight and I'm proud of these young organizers for standing with us."
0,"Honored to help deliver food donations this morning in Kennett.

I'm proud of how this community is stepping up and supporting their neighbors struggling during these crazy and uncertain times."
1,Thank you @NRFnews for naming me a 2018 Hero of Main Street. I appreciate the opportunity I have to be North Dakota's voice for retail businesses in Congress and support pro-growth policies.
0,I'm horrified by the news of this latest mass shooting. My thoughts are with all of those in Sutherland Springs.
1,New Video!    @POTUS has an agenda to Make America Great Again - and he needs an ally in the Senate to help him make them act like the majority. I'm ready to lead the charge.
1,"Today, I #WearOrange to remember victims of gun violence. We must pass common-sense gun laws. I will always fight to protect our families and communities, and get justice for gun violence survivors."
0,Happy to announce that @POTUS has authorized @JerryBrownGov's request for emergency federal funding as CA continues fighting several fires. I spoke w/ FEMA officials yesterday about the federal response &amp; ensuring the safety of constituents.
0,Having trouble navigating the COVID-19 relief available to you? I answered some of the questions I hear most frequently from Arizonans.
1,I'm proud @JoeBiden is including my Clean Cars For America proposal in his climate plan.
0,"Thank you, Monroe County GOP, for welcoming me this morning in Bloomington. I enjoyed talking about the importance of sending a conservative to represent Indiana in the US Senate."
1,I stand in support of the #DemocracyForAll Constitutional amendment because the power in this nation should belong to the people. Not big money &amp; corporate special interests that have too much power in Washington.
0,"@DebbiAlmontaser Thank you so much! I appreciate your words of encouragement, and recognize your amazing work as well."
0,"I look forward to discussing these accomplishments early and often during the general election, and I hope whoever my Democratic opponent is will join me in participating in this robust debate schedule."
0,"I call on @GovAbbott to immediately:

1. Issue a statewide facemask order;

2. Empower local officials to enact additional safety procedures of their choosing; and

3. Expand testing and contact tracing across Texas."
1,"I'm proud that @VAChair committee's efforts on behalf of our nation's veterans have led to 18 major pieces of veterans' legislation signed into law to reform @DeptVetAffairs and strengthen veterans' health care, benefits and services."
0,"Congratulations to my friend @JoeBiden for securing the Democratic Party's nomination for President of the United States! 

I look forward to seeing your speech on Thursday night!"
1,I introduced the No Cash For Crooks Act which will close a loophole in existing law so corrupt members of #Congress can't continue to abuse the rules and make American taxpayers foot the bill.
0,Guy is growing up before our eyes. I'm glad he was in Smithville last night for our first townhall this week.
1,"I support the #HeroesAct, big, bold legislation to help American workers, families, small and micro businesses, hospital and healthcare professionals, and the entire economy. The American people are worth it!"
1,Michigan is #1 in the country for tart cherry production. I am so proud to be the champion for our cherry growers and all of Michigan's farmers.
0,"As I travel across northeast Indiana, I hear a lot of positive economic news and optimism. Today I toured North American Cold Storage in Woodburn, where they continue to grow and employ Hoosiers in"
1,I am proud to stand on the steps of the highest court in the land in opposition to the
1,"Last night I received the Congressional Service Award from @Voices4Service, which is a coalition that advocates for expanded national service. I met several Mississippians who were in Washington for the ceremony."
0,"Happy Birthday to the @USArmy!  As an Army mom, I am immensely proud of the men and women of the Army who bravely serve our country."
1,Thx to all who came to our DACA town hall. Emotional &amp; productive conversation. I'll cont to do everything I can to protect DACA recipients.
1,"I'm filing for re-election to join you and  @texasdemocrats in this fight for 2020, and to make sure EVERYONE has a fair shot to share in the American Dream. Let's get to work."
0,I am very proud to recognize this generous contribution of face masks by the Greater Dallas Taiwanese Chamber of Commerce to Dallas County. Our communities benefit from such strong friendships during these troubling times.
1,"Honored by my perfect score from the @HumaneSociety on their Humane Scorecard!  I'll always fight for legislation that protects all of Earth's creatures, big and small."
0,"It's Teacher Appreciation Week! I'm thankful for our teachers, who work hard all year for our students. 

Here's what some North Carolina students wrote about the teachers they appreciate:"
0,"I am thrilled that this morning, @HouseJudiciary held an historic markup of legislation to help ratify the ERA. Women deserve to see their equality recognized. Enough is enough."
1,"Yesterday, on the steps of the State Capitol in Sacramento, I joined hundreds in rallying against the state's latest water grab in the San Joaquin Valley."
0,"As the month of Ramadan comes to an end, I am wishing all of our #VA07 Muslim neighbors a beautiful Eid al Fitr."
1,"While our community continues to rebuild, I'll keep working to ensure southcentral Wisconsin has access to the resources necessary for the recovery efforts."
0,"They say it takes a village, I'm so thankful for all the supporters who have worked on our campaigns. I would be honored to have you on the team. Click here to join:"
0,"I can't believe I even have to say this.

There's no reason for FEMA to stop helping states pay for lifesaving PPE in the middle of this pandemic."
0,I hope so. He wants to play me in the Tim Burchett story. https://twitter.com/volatile865/status/1208003954942066695 QT @VOLatile865 Why does @timburchett sound like @McConaughey ? Is that just me?
1,I appeared live with @chrislhayes to talk about this pandemic and the lack of leadership this President has displayed when it comes to getting Indian country the funding they need. It's shameful quite frankly!
0,I do this for a living and yet I'm unable to follow their convoluted nonsense because if you take it seriously it's unfathomably stupid and in bad faith.
1,I'm thrilled that this agreement includes my proposal to lift the cloak of secrecy that has shielded cases of sexual harassment in the Capitol from the public.
1,I am proud to have led the negotiations on behalf of the U.S. House of Representatives and hardworking Americans everywhere.
1,I enjoyed appearing on @CNBC discuss the Tax Cuts and Jobs Act. Our plan will close loopholes and increase pay!
1,I'm a survivor of domestic violence. Here's why I voted against the Democrats' partisan version of the Violence Against Women Act.
1,I will be speaking with reporters during my weekly press conference at the U.S. Capitol at 11 am ET. Tune in here:
0,"As many of you gather around Seder tables this evening to retell the story of the Israelites' journey from slavery to freedom, I wish you a happy and meaningful Passover."
1,"In a few minutes, I'll be offering a bipartisan amendment to H.R. 2851. Watch here:"
0,The daily toll of gun violence in communities across the country is overwhelming. I'm heartsick for the victims and their families. We need action to end gun violence--now.
1,I'm joining Senator Lindsey Graham and Leader Mitch McConnell in introducing a Senate Resolution condemning the House's ILLEGITIMATE impeachment inquiry.
1,The House will vote on the Paycheck Fairness Act later today. I am proud to support this bill and ensure women receive
1,"I'll be on @55KRC with my friend Kevin Gordon, guest host for Brian Thomas, today at 8:04am ET. Tune in:"
1,An open internet for every American is more important than profits for a few major ISPs. I will fight to make sure that the FCC doesn't end net neutrality.
1,"As someone who has long fought for full implementation of the Good Friday Agreement, I'm proud to endorse the McGuiness Principles to further support the peace process in Northern Ireland."
0,"I agree, @ElleMagazine: a woman's place is in the House and the Senate! Can't wait to serve with all of these impressive women in the next Congress."
0,"During our @HouseJudiciary hearing, I asked AG Barr about the surveillance of protests in Portland &amp; around the country. 

The constitutional rights of demonstrators should never be violated. (THREAD 1/3)"
1,My bill to increase transparency at ICE will make conditions safer for detainees and our community. I joined @Morning_Joe this morning to talk about the work I'm doing in Washington:
0,"I enjoyed meeting  constituent, Michael Frazier today. He is District 24's 2017 winner of the Congressional Art Competition."
0,Our thoughts and prayers are with all those whose lives have been impacted by flooding. I appreciate our first responders who continue to work tirelessly. Please be weather aware today and tonight.
0,I appreciate members of the Alabama Primary Health Care Association stopping by my office in Washington this morning.
1,I'm joining @LelandVittert on @FoxNews today in the 1 pm ET/10 am PT hour to discuss #Syria. I hope you can tune in!
1,I'm about to speak on the House Floor. Tune in now! https://twitter.com/rulesreps/status/1253324855895707653 QT @RulesReps HAPPENING NOW: Debate on the rule for H. Res 935. Watch live:
0,"@RepTedYoho represents FL-3, which has 30,817 Puerto Ricans living in it.  I wonder how he'll explain to these constituents why he so cruelly voted today to deprive #PuertoRico of earthquake assistance."
0,Today's the day - it's Small Business Saturday! I encourage you to support your local community as you begin holiday shopping.
0,"I'm sharing my #MeToo moment in the hope that my colleagues, &amp; current/former staff who feel safe to do so, will join me."
0,Every American should be in awe of the students who are the driving force behind the #NeverAgain movement. I look forward to watching them make their case at tonight's
0,It is fitting that @GOPoversight should investigate whether @WhiteHouse personnel were improperly accessing classified materials while holding only interim security clearances. I hope this investigation is serious and bipartisan.
1,"On Friday, I held my third telephone town hall focused on our #COVID19 in our community, and the resources available to folks. Find more information about our panelists and the full audio here:"
0,Awful news coming out of India today. I pray for the families and loved ones of those who lost their lives. We stand with them against all evil acts of terrorism.
0,"Chag Pesach sameach! I hope you're enjoying seder on the first night of Passover. Whether with your family at home or virtually, stay safe in these uncertain times."
1,I am proud to join local and tribal leaders in committing to taking concrete action toward our clean energy future.
1,".@SenJoanLovely is an important legislative partner who is determined to not only serve her constituents, but to also make a difference in communities across the Commonwealth. I am thrilled to have her endorsement."
